FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1482664|Columbia Union College Biological Station|School|VA|51|Highland|091|381829N|0792547W|38.3081799|-79.4297643|||||611|2005|McDowell|09/28/1979|
1482785|Crab Run|Stream|VA|51|Highland|091|381707N|0793144W|38.2854018|-79.528934|381903N|0793415W|38.3175|-79.5708333|579|1900|Monterey SE|09/28/1979|
1482787|Crab Run|Stream|VA|51|Highland|091|382003N|0792911W|38.3342899|-79.4864332|382414N|0793128W|38.4040101|-79.5244906|633|2077|McDowell|09/28/1979|
1482950|Davis Run|Stream|VA|51|Highland|091|381824N|0793053W|38.3067903|-79.5147671|382057N|0793505W|38.3491667|-79.5847222|601|1972|Monterey SE|09/28/1979|
1482986|Devils Backbone|Ridge|VA|51|Highland|091|383050N|0793134W|38.5140075|-79.5261585|||||1166|3825|Snowy Mountain|09/28/1979|
1482994|Devrick Hollow|Valley|VA|51|Highland|091|381900N|0792404W|38.3167911|-79.4011524|381739N|0792336W|38.2941667|-79.3933333|662|2172|McDowell|09/28/1979|
1483040|Dixon Hills|Ridge|VA|51|Highland|091|381807N|0793857W|38.3020673|-79.6492156|||||843|2766|Mustoe|09/28/1979|
1483106|Dry Branch|Stream|VA|51|Highland|091|381725N|0793939W|38.2904009|-79.6608826|382030N|0793511W|38.341789|-79.5864364|686|2251|Mustoe|09/28/1979|
1483145|Dry Run|Stream|VA|51|Highland|091|381634N|0794456W|38.2762341|-79.7489407|381659N|0794630W|38.2831782|-79.7750529|684|2244|Mustoe|09/28/1979|
1483196|East Back Creek|Stream|VA|51|Highland|091|381818N|0794348W|38.3051224|-79.7300516|382151N|0794110W|38.3641667|-79.6861111|711|2333|Mustoe|09/28/1979|
1483281|Elk Run|Stream|VA|51|Highland|091|382936N|0793153W|38.4934524|-79.5314362|383121N|0793056W|38.5226185|-79.5156027|757|2484|Monterey|09/28/1979|
1483314|Erwin Draft|Valley|VA|51|Highland|091|381727N|0794429W|38.290956|-79.7414407|382048N|0794602W|38.3467878|-79.7672757|695|2280|Mustoe|09/28/1979|
1483329|Fairview Cemetery|Cemetery|VA|51|Highland|091|382144N|0794210W|38.3623433|-79.7028293|||||790|2592|Mustoe|09/28/1979|
1483366|Falls Hollow|Valley|VA|51|Highland|091|381652N|0792645W|38.2812359|-79.4458757|381535N|0792606W|38.2597222|-79.435|606|1988|McDowell|09/28/1979|
1483465|Flood|Locale|VA|51|Highland|091|381410N|0793534W|38.2362358|-79.5928244|||||565|1854|Williamsville|09/28/1979|
1483492|Forks of Waters|Locale|VA|51|Highland|091|382856N|0793031W|38.4823417|-79.5086575|||||705|2313|Monterey|09/28/1979|
1483527|Frank Run|Stream|VA|51|Highland|091|382953N|0793310W|38.4981744|-79.5528258|383304N|0793341W|38.5512285|-79.5614381|780|2559|Monterey|09/28/1979|
1483537|Freezland Hollow|Valley|VA|51|Highland|091|382150N|0792155W|38.3640127|-79.3653184|382138N|0792023W|38.3605556|-79.3397222|695|2280|West Augusta|09/28/1979|
1483578|Galford Gap|Gap|VA|51|Highland|091|382159N|0794332W|38.3665098|-79.7256077|||||1121|3678|Mustoe|09/28/1979|
1483647|Ginseng Mountain|Summit|VA|51|Highland|091|382850N|0793139W|38.480675|-79.527547|||||978|3209|Monterey|09/28/1979|
1483752|Grassy Field Hollow|Valley|VA|51|Highland|091|382215N|0792155W|38.370957|-79.3653185|382321N|0792217W|38.3892899|-79.37143|704|2310|West Augusta|09/28/1979|
1483803|Green Hill Church|Church|VA|51|Highland|091|381917N|0794210W|38.321511|-79.7028287|||||783|2569|Mustoe|09/28/1979|
1483834|Gregory Ridge|Ridge|VA|51|Highland|091|381932N|0794532W|38.3256773|-79.7589417|||||973|3192|Paddy Knob|09/28/1979|
1483860|Gulf Mountain|Summit|VA|51|Highland|091|382940N|0793103W|38.4945636|-79.5175468|||||1006|3300|Monterey|09/28/1979|
1483876|Gwin Mountain|Summit|VA|51|Highland|091|381526N|0792535W|38.2573477|-79.4264304|||||1149|3770|McDowell|09/28/1979|
1483916|Hamilton Chapel|Church|VA|51|Highland|091|381740N|0793707W|38.2945677|-79.6186591|||||823|2700|Monterey SE|09/28/1979|
1483917|Hamilton Draft|Valley|VA|51|Highland|091|381609N|0792913W|38.2692914|-79.486988|381503N|0792658W|38.2508333|-79.4494444|550|1804|McDowell|09/28/1979|
1484004|Head Waters|Locale|VA|51|Highland|091|381933N|0792446W|38.3259574|-79.4128196|||||624|2047|McDowell|09/28/1979|
1484043|Henry Ridge|Ridge|VA|51|Highland|091|383215N|0793904W|38.5376172|-79.6511632|||||1154|3786|Thornwood|09/28/1979|
1484051|Hevener Run|Stream|VA|51|Highland|091|382447N|0794016W|38.4131757|-79.6711621|382507N|0794123W|38.4186111|-79.6897222|864|2835|Hightown|09/28/1979|
1484068|Hickory Log Hollow|Valley|VA|51|Highland|091|381424N|0792807W|38.2401254|-79.4686539|381448N|0792702W|38.2466667|-79.4505556|620|2034|Deerfield|09/28/1979|
1484097|Highland High School|School|VA|51|Highland|091|382426N|0793444W|38.4071387|-79.5789333|||||879|2884|Monterey|09/28/1979|09/15/2010
1484099|Highland Wildlife Management Area|Park|VA|51|Highland|091|381905N|0793439W|38.3181785|-79.577547|||||954|3130|Monterey SE|09/28/1979|
1484101|Hightown Church|Church|VA|51|Highland|091|382526N|0793718W|38.424009|-79.6217161|||||966|3169|Monterey|09/28/1979|
1484120|Hiner Church|Church|VA|51|Highland|091|382143N|0792836W|38.362067|-79.4767108|||||664|2178|McDowell|09/28/1979|
1484121|Hiner Hollow|Valley|VA|51|Highland|091|381711N|0792612W|38.2865137|-79.4367088|381601N|0792520W|38.2669444|-79.4222222|622|2041|McDowell|09/28/1979|
1484200|Hoop Hole Hollow|Valley|VA|51|Highland|091|381725N|0792554W|38.2904025|-79.4317086|381644N|0792449W|38.2788889|-79.4136111|632|2073|McDowell|09/28/1979|
1484225|Horsehole Hollow|Valley|VA|51|Highland|091|381425N|0792817W|38.2404032|-79.4714318|381336N|0792806W|38.2266667|-79.4683333|609|1998|Deerfield|09/28/1979|
1484264|Huffman Hollow|Valley|VA|51|Highland|091|382518N|0792219W|38.4217892|-79.3719858|382442N|0792101W|38.4116667|-79.3502778|662|2172|Palo Alto|09/28/1979|
1484292|Hupman Valley|Valley|VA|51|Highland|091|381525N|0793154W|38.2570691|-79.5317115|381401N|0793318W|38.233736|-79.5550454|602|1975|Monterey SE|09/28/1979|
1484379|Jack Mountain|Range|VA|51|Highland|091|382023N|0793502W|38.3398446|-79.5839363|||||1234|4049|Monterey SE|09/28/1979|
1484418|Jenny Gwin Draft|Valley|VA|51|Highland|091|381609N|0792914W|38.2692914|-79.4872659|381545N|0792724W|38.2625|-79.4566667|549|1801|McDowell|09/28/1979|
1484424|Jerkemtight Trail|Trail|VA|51|Highland|091|381210N|0793117W|38.2029033|-79.5214331|||||596|1955|Williamsville|09/28/1979|
1484428|Jerry Hollow|Valley|VA|51|Highland|091|381703N|0792631W|38.2842915|-79.4419867|381546N|0792530W|38.2627778|-79.425|609|1998|McDowell|09/28/1979|
1484507|Jones Run|Stream|VA|51|Highland|091|382055N|0793801W|38.348733|-79.6336602|382128N|0793853W|38.3577778|-79.6480556|760|2493|Mustoe|09/28/1979|
1484508|Jones Trail|Trail|VA|51|Highland|091|382310N|0792314W|38.3862342|-79.3872637|||||810|2657|Doe Hill|09/28/1979|
1484558|Kent Simmons Hollow|Valley|VA|51|Highland|091|381546N|0794526W|38.262901|-79.7572742|381616N|0794707W|38.2711111|-79.7852778|681|2234|Paddy Knob|09/28/1979|
1484572|Kettle Hollow|Valley|VA|51|Highland|091|382036N|0793802W|38.3434553|-79.6339379|382049N|0793936W|38.3469444|-79.66|754|2474|Mustoe|09/28/1979|
1484574|Key Run|Stream|VA|51|Highland|091|382951N|0793238W|38.4976189|-79.5439366|383250N|0793223W|38.5473399|-79.5397706|754|2474|Monterey|09/28/1979|
1484630|Knotmaul Run|Stream|VA|51|Highland|091|383244N|0793704W|38.5456728|-79.6178289|383147N|0793645W|38.5297222|-79.6125|913|2995|Snowy Mountain|09/28/1979|
1484631|Knox Lick Draft|Valley|VA|51|Highland|091|381234N|0793233W|38.2095697|-79.5425449|381135N|0793149W|38.1930556|-79.5302778|507|1663|Williamsville|09/28/1979|
1484664|Lantz Mountain|Summit|VA|51|Highland|091|382852N|0793652W|38.4812299|-79.6144943|||||1199|3934|Monterey|09/28/1979|
1484703|Laurel Fork|Stream|VA|51|Highland|091|383413N|0793413W|38.5703947|-79.5703277|382616N|0794115W|38.4378972|-79.6875519|761|2497|Snowy Mountain|09/28/1979|
1484707|Laurel Fork Trail|Trail|VA|51|Highland|091|383337N|0793620W|38.5603947|-79.6056064|||||890|2920|Snowy Mountain|09/28/1979|
1484708|Laurel Gap Church|Church|VA|51|Highland|091|381333N|0793212W|38.2259584|-79.5367114|||||513|1683|Williamsville|09/28/1979|
1484722|Laurel Run|Stream|VA|51|Highland|091|382725N|0793159W|38.4570643|-79.5331025|382801N|0793331W|38.4669444|-79.5586111|766|2513|Monterey|09/28/1979|
1484772|Left Prong Benson Run|Stream|VA|51|Highland|091|381441N|0792523W|38.244848|-79.4230968|381636N|0792434W|38.2767919|-79.4094856|821|2694|Deerfield|09/28/1979|
1484819|Lick Draft|Valley|VA|51|Highland|091|381800N|0794626W|38.3001222|-79.773942|381945N|0794702W|38.3291667|-79.7838889|743|2438|Paddy Knob|09/28/1979|
1484820|Lick Draft|Valley|VA|51|Highland|091|381354N|0793103W|38.2317918|-79.5175443|381207N|0792949W|38.20207|-79.4969879|537|1762|Williamsville|09/28/1979|
1484825|Lick Points|Ridge|VA|51|Highland|091|381932N|0794713W|38.325677|-79.7869984|||||1117|3665|Paddy Knob|09/28/1979|
1484896|Little Doe Hill|Summit|VA|51|Highland|091|382148N|0793109W|38.3634555|-79.5192122|||||988|3241|Monterey SE|09/28/1979|
1484963|Little Ridge|Ridge|VA|51|Highland|091|381827N|0794731W|38.3076218|-79.7919983|||||962|3156|Paddy Knob|09/28/1979|
1485012|Lockridge Memorial Church|Church|VA|51|Highland|091|381409N|0793537W|38.235958|-79.5936577|||||571|1873|Williamsville|09/28/1979|
1485018|Locust Fork|Stream|VA|51|Highland|091|381415N|0792618W|38.2376257|-79.4383751|381528N|0792550W|38.2579033|-79.4305972|724|2375|Deerfield|09/28/1979|
1485025|Locust Spring Run|Stream|VA|51|Highland|091|383335N|0793645W|38.5598391|-79.6125512|383522N|0793850W|38.5895603|-79.6472752|870|2854|Snowy Mountain|09/28/1979|
1485026|Locust Spring Run Trail|Trail|VA|51|Highland|091|383402N|0793800W|38.5673388|-79.6333853|||||1004|3294|Thornwood|09/28/1979|
1485092|Lost Run|Stream|VA|51|Highland|091|383209N|0793756W|38.5359507|-79.6322736|383327N|0793903W|38.5575|-79.6508333|942|3091|Thornwood|09/28/1979|
1485117|Lower Gap|Gap|VA|51|Highland|091|381545N|0794503W|38.2626233|-79.750885|||||686|2251|Paddy Knob|09/28/1979|
1485118|Lower Mountain Lick|Stream|VA|51|Highland|091|381944N|0792415W|38.329013|-79.4042081|381856N|0792302W|38.3155556|-79.3838889|632|2073|McDowell|09/28/1979|
1485141|Lynn Hollow|Valley|VA|51|Highland|091|382302N|0792122W|38.3840124|-79.3561516|382222N|0792009W|38.3729017|-79.335873|728|2388|Palo Alto|09/28/1979|
1485142|Lynn Rock Church|Church|VA|51|Highland|091|382426N|0792512W|38.4073444|-79.4200428|||||801|2628|Doe Hill|09/28/1979|
1485143|Lynn Stand Hollow|Valley|VA|51|Highland|091|381941N|0794329W|38.3281774|-79.7247739|382000N|0794358W|38.3333333|-79.7327778|730|2395|Mustoe|09/28/1979|
1485285|McDowell|Populated Place|VA|51|Highland|091|382008N|0792926W|38.3356787|-79.4905999|||||643|2110|McDowell|09/28/1979|
1485302|McGuffin Trail|Trail|VA|51|Highland|091|381411N|0794403W|38.2365128|-79.7342175|||||1046|3432|Burnsville|09/28/1979|
1485308|McKendree Church|Church|VA|51|Highland|091|382338N|0792742W|38.394011|-79.4617106|||||723|2372|Doe Hill|09/28/1979|
1485337|Meadow Draft|Valley|VA|51|Highland|091|381508N|0793024W|38.2523471|-79.5067107|381403N|0792907W|38.234292|-79.4853211|535|1755|Monterey SE|09/28/1979|
1485379|Middle Mountain|Summit|VA|51|Highland|091|383107N|0793715W|38.518729|-79.620884|||||1198|3930|Snowy Mountain|09/28/1979|
1485381|Middle Mountain Trail|Trail|VA|51|Highland|091|383348N|0793537W|38.5634502|-79.5936617|||||1079|3540|Snowy Mountain|09/28/1979|
1485441|Mill Gap|Gap|VA|51|Highland|091|381815N|0794337W|38.3042891|-79.7269959|||||715|2346|Mustoe|09/28/1979|
1485443|Mill Hollow|Valley|VA|51|Highland|091|382002N|0792601W|38.3340126|-79.4336536|381958N|0792447W|38.3327778|-79.4130556|612|2008|McDowell|09/28/1979|
1485454|Mill Run|Stream|VA|51|Highland|091|381249N|0793527W|38.2137361|-79.5908797|381213N|0793641W|38.2036111|-79.6113889|528|1732|Williamsville|09/28/1979|
1485455|Mill Run|Stream|VA|51|Highland|091|382333N|0792727W|38.3926221|-79.4575439|382359N|0792909W|38.3997222|-79.4858333|702|2303|Doe Hill|09/28/1979|
1485495|Miracle Ridge|Ridge|VA|51|Highland|091|382541N|0793500W|38.4281759|-79.5833816|||||1064|3491|Monterey|09/28/1979|
1485521|Monterey Mountain|Summit|VA|51|Highland|091|382515N|0793622W|38.4209536|-79.6061601|||||1235|4052|Monterey|09/28/1979|
1485558|Morris Run|Stream|VA|51|Highland|091|381306N|0794225W|38.2184576|-79.7069943|381338N|0794404W|38.2272222|-79.7344444|626|2054|Burnsville|09/28/1979|
1485563|Mortons Draft|Valley|VA|51|Highland|091|381954N|0792357W|38.3317908|-79.399208|382036N|0792349W|38.3433333|-79.3969444|636|2087|McDowell|09/28/1979|
1485667|Mount Zion Church|Church|VA|51|Highland|091|381426N|0793458W|38.2406803|-79.5828241|||||575|1886|Williamsville|09/28/1979|
1485682|Mountain Path|Trail|VA|51|Highland|091|382546N|0794023W|38.4295641|-79.6731068|||||1013|3323|Hightown|09/28/1979|
1485750|Mudlick Draft|Valley|VA|51|Highland|091|382052N|0792258W|38.3479018|-79.3828188|382221N|0792302W|38.3725|-79.3838889|656|2152|McDowell|09/28/1979|
1485752|Mullenax Run|Stream|VA|51|Highland|091|383051N|0793853W|38.5142845|-79.6481071|383148N|0794010W|38.53|-79.6694444|997|3271|Thornwood|09/28/1979|
1485824|Nelson Draft|Valley|VA|51|Highland|091|381419N|0793059W|38.2387361|-79.5164332|381222N|0792912W|38.2062368|-79.4867097|531|1742|Williamsville|09/28/1979|
1485839|New Church|Church|VA|51|Highland|091|383047N|0793250W|38.5131741|-79.5472703|||||806|2644|Snowy Mountain|09/28/1979|
1485860|New Salem Church|Church|VA|51|Highland|091|381725N|0793151W|38.2904017|-79.5308785|||||599|1965|Monterey SE|09/28/1979|
1485866|Newman Run|Stream|VA|51|Highland|091|383121N|0793833W|38.5226176|-79.6425515|383241N|0794004W|38.5447222|-79.6677778|983|3225|Thornwood|09/28/1979|
1485984|Opossum Hollow|Valley|VA|51|Highland|091|382053N|0792851W|38.3481785|-79.4808775|382211N|0792641W|38.3697222|-79.4447222|662|2172|McDowell|09/28/1979|
1486028|Paddy Knob|Summit|VA|51|Highland|091|381556N|0794746W|38.2656784|-79.7961646|||||1365|4478|Paddy Knob|09/28/1979|
1486037|Page Run|Stream|VA|51|Highland|091|382313N|0794106W|38.387065|-79.6850512|382343N|0794310W|38.3952778|-79.7194444|816|2677|Hightown|09/28/1979|
1486109|Peak Run|Stream|VA|51|Highland|091|381343N|0794152W|38.2287353|-79.6978275|381511N|0794300W|38.2531793|-79.7167171|634|2080|Burnsville|09/28/1979|
1486118|Peck Run|Stream|VA|51|Highland|091|382806N|0793109W|38.4684531|-79.5192132|382634N|0792932W|38.4428984|-79.4922677|728|2388|Monterey|09/28/1979|
1486181|Phillips Spring|Spring|VA|51|Highland|091|381324N|0792616W|38.2233524|-79.437785|||||970|3182|Deerfield|09/28/1979|04/19/2011
1486224|Pine Ridge|Ridge|VA|51|Highland|091|381703N|0794552W|38.2842893|-79.7644969|||||926|3038|Paddy Knob|09/28/1979|
1486279|Pisgah Church|Church|VA|51|Highland|091|382258N|0793950W|38.3828987|-79.6639393|||||860|2821|Hightown|09/28/1979|
1486539|Red Oak Knob|Summit|VA|51|Highland|091|382758N|0793944W|38.46623|-79.6622736|||||1283|4209|Hightown|09/28/1979|
1486614|Right Prong Benson Run|Stream|VA|51|Highland|091|381440N|0792523W|38.2445702|-79.4230968|381600N|0792424W|38.2667922|-79.4067076|815|2674|Deerfield|09/28/1979|
1486630|Barren Rock|Summit|VA|51|Highland|091|382502N|0793013W|38.4173433|-79.5036567|||||1335|4380|Monterey|09/13/1996|
1486704|Rock Lick Spring|Spring|VA|51|Highland|091|382333N|0792114W|38.3925724|-79.3538498|||||758|2487|Palo Alto|09/28/1979|04/19/2011
1486809|Ruckman Draft|Valley|VA|51|Highland|091|381827N|0794344W|38.3076223|-79.7289405|382119N|0794535W|38.3553987|-79.7597755|716|2349|Mustoe|09/28/1979|
1486907|Salthouse Hollow|Valley|VA|51|Highland|091|381900N|0792404W|38.3167911|-79.4011524|381842N|0792306W|38.3116667|-79.385|662|2172|McDowell|09/28/1979|
1486941|Sapling Ridge|Ridge|VA|51|Highland|091|383028N|0793817W|38.5078958|-79.6381066|||||1212|3976|Thornwood|09/28/1979|
1486959|Scaffold Run|Stream|VA|51|Highland|091|382222N|0794136W|38.3728987|-79.6933846|382254N|0794335W|38.3817872|-79.7264414|791|2595|Mustoe|09/28/1979|
1486995|Seldom Seen Hollow|Valley|VA|51|Highland|091|382145N|0793031W|38.3626223|-79.5086563|382227N|0793004W|38.3741667|-79.5011111|750|2461|Monterey SE|09/28/1979|
1487013|Seybert Chapel|Church|VA|51|Highland|091|382512N|0793225W|38.4201208|-79.5403246|||||891|2923|Monterey|09/28/1979|
1487054|Little Mountain|Summit|VA|51|Highland|091|381623N|0793827W|38.2731793|-79.6408817|||||1060|3478|Mustoe|09/28/1979|
1487163|Shaws Fork|Stream|VA|51|Highland|091|381719N|0792731W|38.2887356|-79.458654|382431N|0792116W|38.4087341|-79.3544851|574|1883|McDowell|09/28/1979|
1487164|Shaws Ridge|Ridge|VA|51|Highland|091|382251N|0792235W|38.3809566|-79.37643|||||847|2779|Doe Hill|09/28/1979|
1487170|Sheets Hollow|Valley|VA|51|Highland|091|381913N|0794327W|38.3203998|-79.7242182|382011N|0794422W|38.3363889|-79.7394444|722|2369|Mustoe|09/28/1979|
1487179|Shenandoah Mountain Trail|Trail|VA|51|Highland|091|381301N|0792642W|38.2170704|-79.4450418|||||980|3215|Deerfield|09/28/1979|
1487250|Simmons Run|Stream|VA|51|Highland|091|382654N|0793209W|38.4484534|-79.5358803|382643N|0793431W|38.4452778|-79.5752778|780|2559|Monterey|09/28/1979|
1487255|Sinclair Hollow|Valley|VA|51|Highland|091|382337N|0792107W|38.3937344|-79.3519849|382245N|0791959W|38.3791667|-79.3330556|760|2493|Palo Alto|09/28/1979|
