FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
187097|Yankee Boy Basin|Basin|CO|08|Ouray|091|375946N|1074639W|37.9961045|-107.7775613|||||3718|12198|Telluride|10/13/1978|
187098|Sneffels Creek|Stream|CO|08|Ouray|091|375818N|1074338W|37.9716607|-107.7272829|375927N|1074708W|37.9908267|-107.7856172|2969|9741|Ironton|10/13/1978|
187099|Stony Mountain|Summit|CO|08|Ouray|091|375856N|1074617W|37.9822158|-107.7714502|||||3871|12700|Telluride|10/13/1978|
187100|Mount Emma|Summit|CO|08|Ouray|091|375830N|1074725W|37.9749936|-107.7903397|||||4138|13576|Telluride|10/13/1978|
187101|Governor Basin|Basin|CO|08|Ouray|091|375823N|1074626W|37.9730493|-107.7739504|||||3608|11837|Telluride|10/13/1978|
187102|Mountain Top Mine|Mine|CO|08|Ouray|091|375822N|1074639W|37.9727715|-107.7775616|||||3676|12060|Telluride|10/13/1978|
187103|Sidney Basin|Basin|CO|08|Ouray|091|375813N|1074536W|37.9702716|-107.7600611|||||3545|11630|Telluride|10/13/1978|
187104|Atlas Mine|Mine|CO|08|Ouray|091|375816N|1074520W|37.9711049|-107.7556166|||||3446|11306|Telluride|10/13/1978|
187105|Virginius Mine|Mine|CO|08|Ouray|091|375808N|1074627W|37.9688826|-107.7742282|||||3683|12083|Telluride|10/13/1978|
187106|Humbolt Mine|Mine|CO|08|Ouray|091|375754N|1074644W|37.9649938|-107.7789506|||||3860|12664|Telluride|10/13/1978|
187107|Saint Sophia Ridge|Ridge|CO|08|Ouray|091|375805N|1074703W|37.9680493|-107.7842285|||||3959|12989|Telluride|10/13/1978|
187109|Mendoza Peak|Summit|CO|08|Ouray|091|375740N|1074642W|37.9611049|-107.7783951|||||4039|13251|Telluride|10/13/1978|
187196|Weehawken Creek|Stream|CO|08|Ouray|091|375934N|1074200W|37.9927718|-107.7000602|380008N|1074501W|38.0022156|-107.7503383|2664|8740|Ironton|10/13/1978|
187197|Senator Gulch|Valley|CO|08|Ouray|091|375902N|1074229W|37.9838829|-107.708116|375924N|1074400W|37.99|-107.7333333|2746|9009|Ironton|10/13/1978|
187198|Potosi Peak|Summit|CO|08|Ouray|091|375923N|1074458W|37.9897158|-107.7495051|||||4195|13763|Ironton|10/13/1978|
187199|Torpedo Eclipse Mine|Mine|CO|08|Ouray|091|375846N|1074500W|37.9794381|-107.7500608|||||3492|11457|Telluride|10/13/1978|
187200|Bimettalist Mine|Mine|CO|08|Ouray|091|375850N|1074411W|37.9805494|-107.7364495|||||3503|11493|Ironton|10/13/1978|
187202|Bankers Tunnel|Mine|CO|08|Ouray|091|375726N|1074307W|37.9572165|-107.7186719|||||3460|11352|Ironton|10/13/1978|
187203|Yellow Rose Mine|Mine|CO|08|Ouray|091|375717N|1074324W|37.9547165|-107.7233942|||||3330|10925|Ironton|10/13/1978|
187204|Richmond Basin|Basin|CO|08|Ouray|091|375704N|1074244W|37.9511055|-107.712283|||||3600|11811|Ironton|10/13/1978|
187205|Richmond Creek|Stream|CO|08|Ouray|091|375727N|1074328W|37.9574942|-107.7245053|375657N|1074214W|37.9491667|-107.7038889|3277|10751|Ironton|10/13/1978|
187206|Rock Lake|Lake|CO|08|Ouray|091|375706N|1074442W|37.9515399|-107.7449827|||||3875|12713|Ironton|10/13/1978|06/17/2011
187207|Hidden Treasure Mine|Mine|CO|08|Ouray|091|375700N|1074359W|37.9499943|-107.7331165|||||3490|11450|Ironton|10/13/1978|
187208|Upper Camp Bird|Locale|CO|08|Ouray|091|375658N|1074347W|37.9494387|-107.7297832|||||3438|11279|Ironton|10/13/1978|
187209|Chicago Tunnel|Mine|CO|08|Ouray|091|375650N|1074416W|37.9472165|-107.7378388|||||3731|12241|Ironton|10/13/1978|
187210|Imogene Basin|Basin|CO|08|Ouray|091|375638N|1074340W|37.9438833|-107.7278387|||||3543|11624|Ironton|10/13/1978|
187211|Camp Bird Number 3 Level|Mine|CO|08|Ouray|091|375652N|1074351W|37.9477721|-107.7308943|||||3463|11361|Ironton|10/13/1978|
187212|Camp Bird Number 2 Level|Mine|CO|08|Ouray|091|375637N|1074339W|37.9436055|-107.7275609|||||3560|11680|Ironton|10/13/1978|
187213|Chicago Peak|Summit|CO|08|Ouray|091|375634N|1074439W|37.9427721|-107.7442278|||||4067|13343|Ironton|10/13/1978|
187214|Imogene Pass|Gap|CO|08|Ouray|091|375556N|1074410W|37.9322167|-107.7361723|||||3998|13117|Ironton|10/13/1978|
187215|Spirit Gulch|Valley|CO|08|Ouray|091|375521N|1074143W|37.9224949|-107.6953386|375622N|1074309W|37.9394444|-107.7191667|3095|10154|Ironton|10/13/1978|
187216|Telluride Peak|Summit|CO|08|Ouray|091|375529N|1074408W|37.9247168|-107.7356168|||||4108|13478|Ironton|10/13/1978|
187217|Ptarmigan Lake|Lake|CO|08|Ouray|091|375522N|1074350W|37.9228639|-107.7305111|||||3946|12946|Ironton|10/13/1978|06/17/2011
187219|Barstow Mine|Mine|CO|08|Ouray|091|375515N|1074250W|37.9208281|-107.7139499|||||3418|11214|Ironton|10/13/1978|
187220|Commodore Gulch|Valley|CO|08|Ouray|091|375512N|1074205W|37.9199949|-107.7014498|375556N|1074337W|37.9322222|-107.7269444|3173|10410|Ironton|10/13/1978|
187221|Full Moon Gulch|Valley|CO|08|Ouray|091|375656N|1074019W|37.9488837|-107.6720048|375723N|1074157W|37.9563889|-107.6991667|2952|9685|Ironton|10/13/1978|
187222|Richmond Pass|Gap|CO|08|Ouray|091|375650N|1074209W|37.9472168|-107.7025606|||||3861|12667|Ironton|10/13/1978|
187223|Ironton Park|Flat|CO|08|Ouray|091|375702N|1074002W|37.9505504|-107.6672826|||||2940|9646|Ironton|10/13/1978|
187224|Monument Gulch|Valley|CO|08|Ouray|091|375614N|1074041W|37.9372171|-107.6781161|375640N|1074106W|37.9444444|-107.685|2990|9810|Ironton|10/13/1978|
187225|Larson Brothers Mine|Mine|CO|08|Ouray|091|375618N|1074032W|37.9383282|-107.675616|||||2967|9734|Ironton|10/13/1978|
187226|Beaver and Belfast Mine|Mine|CO|08|Ouray|091|375617N|1074043W|37.9380505|-107.6786717|||||3041|9977|Ironton|10/13/1978|
187227|Ironton|Populated Place|CO|08|Ouray|091|375558N|1074049W|37.9327727|-107.6803383|||||2987|9800|Ironton|10/13/1978|
187228|Greyhound Mine|Mine|CO|08|Ouray|091|375623N|1074206W|37.9397169|-107.7017274|||||3576|11732|Ironton|10/13/1978|
187229|McIntyre Gulch|Valley|CO|08|Ouray|091|375546N|1074115W|37.9294393|-107.6875606|375633N|1074238W|37.9425|-107.7105556|3025|9924|Ironton|10/13/1978|
187230|Greyhound Pack Trail|Trail|CO|08|Ouray|091|375617N|1074138W|37.9380504|-107.6939495|||||3435|11270|Ironton|10/13/1978|
187231|Galena Lion Gulch|Valley|CO|08|Ouray|091|375537N|1074128W|37.9269393|-107.6911719|375605N|1074233W|37.9347222|-107.7091667|3059|10036|Ironton|10/13/1978|
187232|Mountain King Mine|Mine|CO|08|Ouray|091|375542N|1074151W|37.9283281|-107.6975607|||||3212|10538|Ironton|10/13/1978|
187233|Governor Gulch|Valley|CO|08|Ouray|091|375521N|1074146W|37.9224949|-107.696172|375547N|1074224W|37.9297222|-107.7066667|3102|10177|Ironton|10/13/1978|
187234|Silver Bell Mine|Mine|CO|08|Ouray|091|375538N|1074115W|37.9272171|-107.6875606|||||3065|10056|Ironton|10/13/1978|
187235|American Girl Mine|Mine|CO|08|Ouray|091|375521N|1074129W|37.922495|-107.6914496|||||3152|10341|Ironton|10/13/1978|
187236|Cora Belle Mine|Mine|CO|08|Ouray|091|375508N|1074130W|37.9188839|-107.6917275|||||3228|10590|Ironton|10/13/1978|
187237|Midnight Mine|Mine|CO|08|Ouray|091|375501N|1074026W|37.9169396|-107.6739495|||||3341|10961|Ironton|10/13/1978|
187238|Guston (historical)|Populated Place|CO|08|Ouray|091|375459N|1074125W|37.916384|-107.6903386|||||3306|10846|Ironton|10/13/1978|
187239|Corkscrew Gulch|Valley|CO|08|Ouray|091|375554N|1074049W|37.9316617|-107.6803383|375422N|1074022W|37.9061111|-107.6727778|2987|9800|Ironton|10/13/1978|
187240|Brown Mountain|Summit|CO|08|Ouray|091|375515N|1073816W|37.9208287|-107.6378379|||||4062|13327|Ironton|10/13/1978|
187241|Saratoga Smelter|Locale|CO|08|Ouray|091|375648N|1073950W|37.9466616|-107.6639491|||||2971|9747|Ironton|10/13/1978|
187242|Albany Gulch|Valley|CO|08|Ouray|091|375647N|1073954W|37.9463838|-107.6650603|375638N|1073836W|37.9438889|-107.6433333|2953|9688|Ironton|10/13/1978|
187243|Brooklyn Gulch|Valley|CO|08|Ouray|091|375639N|1073957W|37.9441616|-107.6658937|375620N|1073827W|37.9388889|-107.6408333|2966|9731|Ironton|10/13/1978|
187244|Avarado Gulch|Valley|CO|08|Ouray|091|375632N|1073959W|37.9422171|-107.6664492|375620N|1073906W|37.9388889|-107.6516667|2952|9685|Ironton|10/13/1978|
187248|Lost Day Mine|Mine|CO|08|Ouray|091|375610N|1073906W|37.9361062|-107.6517269|||||3569|11709|Ironton|10/13/1978|
187249|Silver Mountain Mine|Mine|CO|08|Ouray|091|375559N|1073938W|37.9330507|-107.6606159|||||3177|10423|Ironton|10/13/1978|
187251|Gray Copper Gulch|Valley|CO|08|Ouray|091|375618N|1074005W|37.9383283|-107.668116|375443N|1073904W|37.9119444|-107.6511111|2965|9728|Ironton|10/13/1978|
187252|Gray Copper Falls|Falls|CO|08|Ouray|091|375520N|1073924W|37.9222901|-107.6568006|||||3309|10856|Ironton|10/13/1978|04/18/2011
187253|Vernon Mine|Mine|CO|08|Ouray|091|375502N|1073920W|37.9172175|-107.655616|||||3477|11407|Ironton|10/13/1978|
187254|Diamond Creek|Stream|CO|08|Ouray|091|375813N|1075755W|37.9702706|-107.9653444|375854N|1073652W|37.9816616|-107.6145041|2581|8468|Gray Head|10/13/1978|
187255|Bear Creek|Stream|CO|08|Ouray|091|375957N|1073939W|37.999161|-107.6608933|375830N|1073524W|37.9749952|-107.5900594|2539|8330|Ironton|10/13/1978|
187256|Sneffels (historical)|Populated Place|CO|08|Ouray|091|375831N|1074459W|37.9752716|-107.7497831|||||3237|10620|Ironton|10/13/1978|
187257|Revenue Mine|Mine|CO|08|Ouray|091|375827N|1074450W|37.9741605|-107.7472831|||||3260|10695|Ironton|10/13/1978|
187258|Waterhole Slide|Valley|CO|08|Ouray|091|375842N|1074301W|37.9783273|-107.717005|375822N|1074236W|37.9727778|-107.71|2933|9623|Ironton|10/13/1978|
187259|Canyon Creek|Stream|CO|08|Ouray|091|380110N|1074033W|38.0194382|-107.6758933|375818N|1074338W|37.9716607|-107.7272829|2369|7772|Ouray|10/13/1978|
187260|Camp Bird|Populated Place|CO|08|Ouray|091|375822N|1074335W|37.9727718|-107.7264495|||||2965|9728|Ironton|10/13/1978|
187261|Camp Bird Number 14 Level|Mine|CO|08|Ouray|091|375813N|1074334W|37.9702719|-107.7261718|||||2996|9829|Ironton|10/13/1978|
187262|Imogene Creek|Stream|CO|08|Ouray|091|375818N|1074338W|37.9716607|-107.7272829|375702N|1074437W|37.9505556|-107.7436111|2969|9741|Ironton|10/13/1978|
187263|Pierson Basin|Basin|CO|08|Ouray|091|375743N|1074430W|37.9619384|-107.7417276|||||3566|11699|Ironton|10/13/1978|
187264|United States Mountain|Summit|CO|08|Ouray|091|375724N|1074421W|37.9566608|-107.7392276|||||3967|13015|Ironton|10/13/1978|
187265|Squaw Gulch|Valley|CO|08|Ouray|091|380004N|1074139W|38.001105|-107.6942268|375932N|1074040W|37.9922164|-107.6778378|2605|8546|Ouray|10/13/1978|
187266|Lewis Creek|Stream|CO|08|Ouray|091|375950N|1074152W|37.9972162|-107.697838|375921N|1074044W|37.9891667|-107.6788889|2628|8622|Ironton|10/13/1978|
187267|Thistledown|Populated Place|CO|08|Ouray|091|375937N|1074159W|37.9936051|-107.6997825|||||2661|8730|Ironton|10/13/1978|
187268|Thistledown Creek|Stream|CO|08|Ouray|091|375947N|1074153W|37.9963829|-107.6981158|375825N|1074052W|37.9736111|-107.6811111|2635|8645|Ironton|10/13/1978|
187269|Fall Creek|Stream|CO|08|Ouray|091|375904N|1074229W|37.9844384|-107.708116|375747N|1074132W|37.9630556|-107.6922222|2754|9035|Ironton|10/13/1978|
187270|Hayden Mountain|Summit|CO|08|Ouray|091|375716N|1074209W|37.9544389|-107.7025606|||||4028|13215|Ironton|10/13/1978|
187271|Half Moon Basin|Basin|CO|08|Ouray|091|375743N|1074049W|37.961939|-107.6803381|||||3555|11663|Ironton|10/13/1978|
187272|Ralston Creek|Stream|CO|08|Ouray|091|375957N|1073941W|37.999161|-107.6614488|375922N|1074024W|37.9894444|-107.6733333|2533|8310|Ironton|10/13/1978|
187273|Silver Gulch|Valley|CO|08|Ouray|091|375854N|1073923W|37.9816612|-107.6564488|375914N|1074030W|37.9872222|-107.675|2693|8835|Ironton|10/13/1978|
187274|Mother Cline Slide|Cliff|CO|08|Ouray|091|375858N|1073908W|37.9827724|-107.6522822|||||2801|9190|Ironton|10/13/1978|
187275|West Riverside Slide|Valley|CO|08|Ouray|091|375814N|1073931W|37.9705503|-107.6586712|375841N|1074033W|37.9780556|-107.6758333|2852|9357|Ironton|10/13/1978|
187276|Bear Creek Trail|Trail|CO|08|Ouray|091|375953N|1073722W|37.9980502|-107.6228374|||||3208|10525|Handies Peak|10/13/1978|
187277|Grizzly Bear Mine|Mine|CO|08|Ouray|091|375953N|1073818W|37.9980501|-107.6383931|||||3040|9974|Ironton|10/13/1978|
187278|Bear Creek Falls|Falls|CO|08|Ouray|091|380000N|1073937W|37.9998948|-107.6601674|||||2573|8441|Ironton|10/13/1978|04/18/2011
187279|Sutton Mill|Locale|CO|08|Ouray|091|375956N|1073931W|37.9988832|-107.658671|||||2650|8694|Ironton|10/13/1978|
187280|Uncompahgre Gorge|Valley|CO|08|Ouray|091|380108N|1074035W|38.0188827|-107.6764488|375916N|1073905W|37.9877723|-107.6514488|2365|7759|Ouray|10/13/1978|
187281|Red Mountain Creek|Stream|CO|08|Ouray|091|375917N|1073914W|37.9880501|-107.6539488|375353N|1074218W|37.8980556|-107.705|2592|8504|Ironton|10/13/1978|
187282|Climax Creek|Stream|CO|08|Ouray|091|375912N|1073851W|37.9866613|-107.6475598|375919N|1073816W|37.9886111|-107.6377778|2734|8970|Ironton|10/13/1978|
187283|Michael Breen Mine|Mine|CO|08|Ouray|091|375830N|1073806W|37.9749948|-107.6350598|||||2985|9793|Ironton|10/13/1978|
187284|Curran Gulch|Valley|CO|08|Ouray|091|375817N|1073927W|37.9713836|-107.65756|375754N|1073836W|37.965|-107.6433333|2846|9337|Ironton|10/13/1978|
187285|East Riverside Slide|Valley|CO|08|Ouray|091|375813N|1073928W|37.9702725|-107.6578378|375753N|1073843W|37.9647222|-107.6452778|2872|9422|Ironton|10/13/1978|
187286|Hendrick Gulch|Valley|CO|08|Ouray|091|375756N|1073938W|37.9655503|-107.6606157|375726N|1073832W|37.9572222|-107.6422222|2913|9557|Ironton|10/13/1978|
187287|Lucky Twenty Mine|Mine|CO|08|Ouray|091|375737N|1073910W|37.9602726|-107.6528378|||||3161|10371|Ironton|10/13/1978|
187288|Crystal Lake|Reservoir|CO|08|Ouray|091|375731N|1073952W|37.9586443|-107.6644866|||||2931|9616|Ironton|10/13/1978|06/17/2011
187289|Saint Germain Foundation|Locale|CO|08|Ouray|091|375729N|1073939W|37.9580504|-107.6608935|||||2935|9629|Ironton|10/13/1978|
187290|Abrams Mountain|Summit|CO|08|Ouray|091|375744N|1073826W|37.9622171|-107.6406155|||||3905|12812|Ironton|10/13/1978|
187291|Senator Beck Mine|Mine|CO|08|Ouray|091|375449N|1074339W|37.9136059|-107.7275612|||||3868|12690|Ironton|10/13/1978|
187294|Trico Peak|Summit|CO|08|Ouray|091|375420N|1074418W|37.9055504|-107.7383948|||||4054|13300|Ironton|10/13/1978|
187296|Red Mountain Pass|Gap|CO|08|Ouray|091|375356N|1074243W|37.898884|-107.7120057|||||3383|11099|Ironton|10/13/1978|
187303|Genessee Mine|Mine|CO|08|Ouray|091|375442N|1074146W|37.9116618|-107.6961721|||||3282|10768|Ironton|10/13/1978|
187304|Treasury Tunnel|Mine|CO|08|Ouray|091|375451N|1074211W|37.9141617|-107.7031165|||||3264|10709|Ironton|10/13/1978|
187305|Idarado Mine|Mine|CO|08|Ouray|091|375450N|1074203W|37.9138839|-107.7008943|||||3233|10607|Ironton|10/13/1978|
187306|Carbonate King Mine|Mine|CO|08|Ouray|091|375445N|1074025W|37.9124952|-107.6736718|||||3418|11214|Ironton|10/13/1978|
187307|Champion Gulch|Valley|CO|08|Ouray|091|375520N|1074140W|37.9222172|-107.6945053|375406N|1074103W|37.9016667|-107.6841667|3098|10164|Ironton|10/13/1978|
187308|Red Mountain Number 2|Summit|CO|08|Ouray|091|375446N|1074057W|37.912773|-107.6825607|||||3721|12208|Ironton|10/13/1978|
187309|National Bell Mine|Mine|CO|08|Ouray|091|375419N|1074217W|37.9052729|-107.7047833|||||3376|11076|Ironton|10/13/1978|
187310|Red Mountain|Locale|CO|08|Ouray|091|375413N|1074209W|37.9036062|-107.702561|||||3332|10932|Ironton|10/13/1978|
187311|Hero Mine|Mine|CO|08|Ouray|091|375410N|1074223W|37.9027729|-107.70645|||||3344|10971|Ironton|10/13/1978|
187312|Champion Basin|Basin|CO|08|Ouray|091|375424N|1074111W|37.9066619|-107.6864497|||||3605|11827|Ironton|10/13/1978|
187313|Red Mountain Number 3|Summit|CO|08|Ouray|091|375406N|1074121W|37.901662|-107.6892276|||||3925|12877|Ironton|10/13/1978|
187314|Hudson Mine|Mine|CO|08|Ouray|091|375353N|1074158W|37.8980508|-107.6995055|||||3536|11601|Ironton|10/13/1978|
187340|Engineer Pass|Gap|CO|08|Ouray|091|375832N|1073504W|37.9755509|-107.5845038|||||3900|12795|Handies Peak|10/13/1978|
187341|Engineer Mountain|Summit|CO|08|Ouray|091|375813N|1073518W|37.9702731|-107.5883928|||||4026|13209|Handies Peak|10/13/1978|
187342|Mineral Creek|Stream|CO|08|Ouray|091|375754N|1073736W|37.964995|-107.6267265|375753N|1073416W|37.9647177|-107.5711705|3091|10141|Ironton|10/13/1978|
188227|Beaver Dam Creek|Stream|CO|08|Ouray|091|381639N|1075208W|38.2774886|-107.8689513|381522N|1075356W|38.2560999|-107.8989523|2242|7356|Colona|10/13/1978|
188228|Cottonwood Creek|Stream|CO|08|Ouray|091|381559N|1075158W|38.2663776|-107.8661735|381256N|1075547W|38.2155449|-107.9297869|2300|7546|Colona|10/13/1978|
188229|Dewdrop Springs|Spring|CO|08|Ouray|091|381629N|1075841W|38.2747107|-107.9781217|||||2644|8674|Government Springs|10/13/1978|
188230|Brown Spring|Spring|CO|08|Ouray|091|381717N|1075820W|38.2881205|-107.9721867|||||2555|8382|Government Springs|10/13/1978|04/18/2011
188231|Government Springs|Spring|CO|08|Ouray|091|381537N|1075432W|38.2602665|-107.9089527|||||2485|8153|Government Springs|10/13/1978|
188232|West Fork Horsefly Creek|Stream|CO|08|Ouray|091|381643N|1075201W|38.2785997|-107.8670069|381316N|1075725W|38.2211003|-107.95701|2228|7310|Colona|10/13/1978|
188233|East Fork Spring Creek|Stream|CO|08|Ouray|091|381949N|1075954W|38.3302658|-107.9984002|381404N|1080150W|38.2344333|-108.030624|2232|7323|Government Springs|10/13/1978|
188234|Branson Spring|Spring|CO|08|Ouray|091|381818N|1075827W|38.3048714|-107.9740682|||||2470|8104|Government Springs|10/13/1978|04/18/2011
188235|Pinion Ridge|Ridge|CO|08|Ouray|091|381559N|1074817W|38.2663777|-107.8047825|||||2397|7864|Colona|10/13/1978|
188236|McKenzie Butte|Summit|CO|08|Ouray|091|381531N|1074723W|38.2586|-107.789782|||||2442|8012|Colona|10/13/1978|
188237|McKenzie Creek|Stream|CO|08|Ouray|091|381609N|1074545W|38.2691555|-107.7625588|381102N|1075601W|38.1838787|-107.933676|1994|6542|Colona|10/13/1978|
188238|Broman Canyon|Valley|CO|08|Ouray|091|381917N|1074707W|38.321377|-107.7853373|381548N|1074959W|38.2633333|-107.8330556|1953|6407|Colona|10/13/1978|
188239|Eldredge|Populated Place|CO|08|Ouray|091|381716N|1074602W|38.2877663|-107.7672813|||||1993|6539|Colona|10/13/1978|
188240|Wildcat Canyon|Valley|CO|08|Ouray|091|382048N|1074940W|38.3466545|-107.8278388|381811N|1075128W|38.3030556|-107.8577778|1956|6417|Colona|10/13/1978|
188241|Colona Cemetery|Cemetery|CO|08|Ouray|091|381946N|1074732W|38.3294324|-107.7922821|||||2002|6568|Colona|10/13/1978|
188242|East Fork Horsefly Creek|Stream|CO|08|Ouray|091|381643N|1075201W|38.2785997|-107.8670069|381143N|1075519W|38.1952674|-107.9220089|2228|7310|Colona|10/13/1978|
188243|Cow Creek|Stream|CO|08|Ouray|091|381514N|1074555W|38.2538779|-107.7653367|380012N|1073324W|38.0033285|-107.5567258|2011|6598|Colona|10/13/1978|
188244|Chaffee Gulch|Valley|CO|08|Ouray|091|381548N|1074529W|38.2633222|-107.7581143|381728N|1074203W|38.2911001|-107.700892|2014|6608|Colona|10/13/1978|
188245|Billy Creek|Stream|CO|08|Ouray|091|381716N|1074546W|38.2877664|-107.7628366|381823N|1073853W|38.3063782|-107.6481144|1974|6476|Colona|10/13/1978|
188246|Onion Creek|Stream|CO|08|Ouray|091|381932N|1074628W|38.3255437|-107.7745037|381907N|1073927W|38.3186002|-107.6575587|1937|6355|Colona|10/13/1978|
188248|Comerer Ranch|Locale|CO|08|Ouray|091|381735N|1074234W|38.2930445|-107.7095031|||||2212|7257|Buckhorn Lakes|10/13/1978|
188249|Coons Reservoir|Reservoir|CO|08|Ouray|091|381603N|1073803W|38.2675013|-107.6342191|||||3034|9954|Buckhorn Lakes|10/13/1978|06/17/2011
188250|Tyler Mine|Mine|CO|08|Ouray|091|381631N|1073841W|38.2752676|-107.6447812|||||2985|9793|Buckhorn Lakes|10/13/1978|
188251|Burro Creek|Stream|CO|08|Ouray|091|381409N|1074410W|38.2358227|-107.7361698|381633N|1073742W|38.2758232|-107.6283924|2069|6788|Dallas|10/13/1978|
188252|Deer Creek|Stream|CO|08|Ouray|091|381331N|1074312W|38.2252676|-107.7200588|381550N|1073805W|38.2638789|-107.6347813|2102|6896|Dallas|10/13/1978|
188253|Brow Creek|Stream|CO|08|Ouray|091|381736N|1074230W|38.2933222|-107.708392|381812N|1073958W|38.3033333|-107.6661111|2216|7270|Buckhorn Lakes|10/13/1978|
188254|Castle Rock|Pillar|CO|08|Ouray|091|381834N|1073759W|38.3094338|-107.6331145|||||3496|11470|Buckhorn Lakes|10/13/1978|
188255|Storm King|Summit|CO|08|Ouray|091|381855N|1073814W|38.3152671|-107.6372811|||||3456|11338|Buckhorn Lakes|10/13/1978|
188257|Brook Creek|Stream|CO|08|Ouray|091|381726N|1074335W|38.2905444|-107.7264474|381844N|1073837W|38.3122222|-107.6436111|2115|6939|Buckhorn Lakes|10/13/1978|
188258|Jutten Lakes|Lake|CO|08|Ouray|091|381857N|1073927W|38.3158224|-107.6575587|||||2942|9652|Buckhorn Lakes|10/13/1978|
188259|Onion Lakes|Lake|CO|08|Ouray|091|381927N|1073920W|38.3241557|-107.6556143|||||2937|9636|Buckhorn Lakes|10/13/1978|
188260|Jutten Cabin|Locale|CO|08|Ouray|091|381925N|1074020W|38.3236|-107.672281|||||2780|9121|Buckhorn Lakes|10/13/1978|
188261|Buckhorn Lakes Park|Park|CO|08|Ouray|091|382010N|1073852W|38.3361|-107.6478365|||||2976|9764|Buckhorn Lakes|10/13/1978|
188279|Moore Pasture|Flat|CO|08|Ouray|091|381822N|1073017W|38.3061018|-107.5047817|||||2955|9695|Washboard Rock|10/13/1978|
188366|Bears Den|Basin|CO|08|Ouray|091|380915N|1075321W|38.1541571|-107.8892302|||||2559|8396|Horsefly Peak|10/13/1978|
188367|Beach Canyon|Valley|CO|08|Ouray|091|380843N|1075518W|38.1452682|-107.9217312|380731N|1075541W|38.1252778|-107.9280556|2646|8681|Horsefly Peak|10/13/1978|
188371|West Pond|Reservoir|CO|08|Ouray|091|380938N|1075523W|38.1604566|-107.92302|||||2764|9068|Horsefly Peak|10/13/1978|06/17/2011
188372|Spring Pond|Reservoir|CO|08|Ouray|091|380935N|1075421W|38.1597848|-107.9059341|||||2700|8858|Horsefly Peak|10/13/1978|06/17/2011
188373|Natural Pond|Lake|CO|08|Ouray|091|380959N|1075323W|38.1663387|-107.8897303|||||2615|8579|Horsefly Peak|10/13/1978|06/17/2011
188374|Spruce Mountain|Summit|CO|08|Ouray|091|381014N|1075447W|38.1705456|-107.9131198|||||3009|9872|Horsefly Peak|10/13/1978|
188375|Smith Spring|Spring|CO|08|Ouray|091|381051N|1075352W|38.1807772|-107.8978484|||||2742|8996|Horsefly Peak|10/13/1978|04/18/2011
188376|Phillips Camp|Locale|CO|08|Ouray|091|381111N|1075327W|38.1863787|-107.8908968|||||2690|8825|Horsefly Peak|10/13/1978|
188377|Schmidt Spring|Spring|CO|08|Ouray|091|381128N|1075435W|38.191136|-107.9096022|||||2821|9255|Horsefly Peak|10/13/1978|04/18/2011
